,molecule_chembl_id,canonical_smiles,standard_relation,standard_value,standard_units,standard_value_nM
3588,CHEMBL1171453,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O[C@@H]9OC[C@@H](O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@@H](O)[C@H]9O)[C@H]8O)[C@@](C)(CO)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,>,50000.0,nM,50000.0
3179,CHEMBL514950,COc1ccc(-c2sncc2-c2ccc(C)cc2)cc1,>,50000.0,nM,50000.0
7253,CHEMBL4864897,CC(C)(O)COc1ncc(CO)cc1-c1ccc(S(C)(=O)=O)cc1,>,50000.0,nM,50000.0
3195,CHEMBL475545,Cc1ccc(-c2c(-c3ccc(Cl)cc3)ssc2=O)cc1,>,50000.0,nM,50000.0
3182,CHEMBL522624,COc1ccc(-c2sncc2-c2ccc(Cl)cc2)cc1,>,50000.0,nM,50000.0
3196,CHEMBL504541,Cc1ccc(-c2ssc(=O)c2-c2ccc(Cl)cc2)cc1,>,50000.0,nM,50000.0
3593,CHEMBL538919,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O)[C@@](C)(CO)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,>,50000.0,nM,50000.0
3187,CHEMBL489702,CS(=O)(=O)c1ccc(-c2ssc(=S)c2-c2ccc(F)cc2)cc1,>,50000.0,nM,50000.0
3186,CHEMBL489701,CS(=O)(=O)c1ccc(-c2ssc(=S)c2-c2ccccc2)cc1,>,50000.0,nM,50000.0
3184,CHEMBL491090,Oc1ccc(-c2cnsc2-c2ccc(O)cc2)cc1,>,50000.0,nM,50000.0
3192,CHEMBL515547,Cc1ccc(-c2ssc(=S)c2-c2ccc(S(C)(=O)=O)cc2)cc1,>,50000.0,nM,50000.0
3594,CHEMBL1171250,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O)C(C)(C)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,>,50000.0,nM,50000.0
3180,CHEMBL524133,Cc1ccc(-c2cnsc2-c2ccc(Cl)cc2)cc1,>,50000.0,nM,50000.0
3193,CHEMBL472722,Oc1ccc(-c2ssc(=S)c2-c2ccc(O)cc2)cc1,>,50000.0,nM,50000.0
5880,CHEMBL3400662,CCC(C)C(=O)O[C@@]12[C@H](OC(C)=O)[C@@H](C)[C@@]3(O)[C@@H](C(=O)C(CO)=C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,>,50000.0,nM,50000.0
3591,CHEMBL1171449,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@]4(C)[C@H]5CC=C6[C@@H]7CC(C)(C)CC[C@]7(C(=O)O[C@@H]7O[C@H](CO[C@@H]8O[C@H](CO)[C@@H](O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]6(C)[C@]5(C)CC[C@H]4C3(C)CO)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,>,50000.0,nM,50000.0
5878,CHEMBL2375787,C/C=C(\C)C(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(=O)C(C)C,>,50000.0,nM,50000.0
5879,CHEMBL2375786,C/C=C(\C)C(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(=O)C(C)CC,>,50000.0,nM,50000.0
5876,CHEMBL3400660,C/C=C(\C)C(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C(=O)C(CO)=C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(=O)C(C)CC,>,50000.0,nM,50000.0
5874,CHEMBL3400658,CC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(=O)C(C)C,>,50000.0,nM,50000.0
5877,CHEMBL3400661,CCC(C)C(=O)O[C@@]12[C@H](O)[C@@H](C)[C@]3(O)[C@@H]4C=C(C)C(=O)[C@@H]4CC(CO)=C[C@H]3[C@@H]1C2(C)C,>,50000.0,nM,50000.0
3590,CHEMBL1171450,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O[C@@H]9OC[C@@H](O)[C@@H](O)[C@H]9O)[C@H]8O)C(C)(C)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,>,50000.0,nM,50000.0
3589,CHEMBL1171451,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O[C@@H]9OC[C@@H](O)[C@@H](O)[C@H]9O)[C@H]8O)[C@@](C)(CO)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,>,50000.0,nM,50000.0
1666,CHEMBL157358,CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)sc3nc(C(F)(F)F)nn23)cc1,>,50000.0,nM,50000.0
7145,CHEMBL4796831,Cc1ccc(Nc2nc(/C=C/c3ccccc3)nc3cc(-c4cccs4)ccc23)cc1,>,50000.0,nM,50000.0
7133,CHEMBL4746714,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)Nc1ccc(NC(=O)Cc2onc(-c3ccc(OC)cc3)c2-c2ccc(OC)cc2)cc1,>,50000.0,nM,50000.0
7129,CHEMBL4760140,COc1ccc(-c2noc(CC(=O)Nc3ccc(-c4ccc(NC(=O)Cc5onc(-c6ccc(OC)cc6)c5-c5ccc(OC)cc5)cc4)cc3)c2-c2ccc(OC)cc2)cc1,>,50000.0,nM,50000.0
7139,CHEMBL4787114,Nc1ccc(Oc2nc(/C=C/c3ccccc3)nc3ccccc23)cc1,>,50000.0,nM,50000.0
7255,CHEMBL4848265,CC(C)Oc1nc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO,>,50000.0,nM,50000.0
7254,CHEMBL4866509,COc1nc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO,>,50000.0,nM,50000.0
7142,CHEMBL4795293,Fc1ccc(CNc2nc(N3CCOCC3)nc3cc(-c4cccs4)ccc23)cc1F,>,50000.0,nM,50000.0
7141,CHEMBL4763348,Fc1ccc(CNc2nc(Cl)nc3cc(-c4cccs4)ccc23)cc1F,>,50000.0,nM,50000.0
7140,CHEMBL4751020,COc1ccc(CNc2nc(Cl)nc3cc(-c4cccs4)ccc23)cc1,>,50000.0,nM,50000.0
7285,CHEMBL4846538,CCCCOc1nc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)cc1C(=O)O,>,50000.0,nM,50000.0
3188,CHEMBL489898,Cc1ccc(-c2c(-c3ccc(Cl)cc3)ssc2=S)cc1,>,50000.0,nM,50000.0
7007,CHEMBL4436511,COc1ccc(-c2noc(N)c2-c2ccc(OC)cc2)cc1,>,50000.0,nM,50000.0
7010,CHEMBL4470659,CS(=O)(=O)c1ccc(-c2noc(N)c2-c2ccc(F)cc2)cc1,>,50000.0,nM,50000.0
7126,CHEMBL4744394,COc1ccc(-c2noc(CC(=O)NCCCCCCCCCCCCNC(=O)Cc3onc(-c4ccc(OC)cc4)c3-c3ccc(OC)cc3)c2-c2ccc(OC)cc2)cc1,>,50000.0,nM,50000.0
7127,CHEMBL4791495,COc1ccc(-c2noc(CC(=O)Nc3ccc(NC(=O)Cc4onc(-c5ccc(OC)cc5)c4-c4ccc(OC)cc4)cc3)c2-c2ccc(OC)cc2)cc1,>,50000.0,nM,50000.0
3191,CHEMBL472721,CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)ssc2=S)cc1,>,50000.0,nM,50000.0
7146,CHEMBL4755060,Fc1ccc(CNc2nc(/C=C/c3ccccc3)nc3cc(-c4cccs4)ccc23)cc1F,>,50000.0,nM,50000.0
7008,CHEMBL4445036,COc1ccc(-c2c(-c3ccc(F)cc3)noc2N)cc1,>,50000.0,nM,50000.0
7009,CHEMBL4449420,Nc1onc(-c2ccc([N+](=O)[O-])cc2)c1-c1ccc(F)cc1,>,50000.0,nM,50000.0
7144,CHEMBL4753324,Fc1ccc(Nc2nc(/C=C/c3ccccc3)nc3cc(Br)ccc23)cc1F,>,50000.0,nM,50000.0
7143,CHEMBL4760459,Cc1ccc(Nc2nc(/C=C/c3ccccc3)nc3cc(Br)ccc23)cc1,>,50000.0,nM,50000.0
5666,CHEMBL3265349,Clc1ccc(-c2nnc(-c3cn(-c4ccccc4)nc3-c3ccc(Br)cc3)o2)cc1,=,50000.0,nM,50000.0
3201,CHEMBL52,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,>,50000.0,nM,50000.0
3198,CHEMBL491272,CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)ssc2=O)cc1,=,50000.0,nM,50000.0
3189,CHEMBL522267,Cc1ccc(-c2ssc(=S)c2-c2ccc(Cl)cc2)cc1,=,50000.0,nM,50000.0
7128,CHEMBL4799478,COc1ccc(-c2noc(CC(=O)NCc3ccc(CNC(=O)Cc4onc(-c5ccc(OC)cc5)c4-c4ccc(OC)cc4)cc3)c2-c2ccc(OC)cc2)cc1,>,50000.0,nM,50000.0
111,CHEMBL145647,CCCOCCCSc1ccccc1OC(C)=O,>,50000.0,nM,50000.0
124,CHEMBL145071,CC(=O)Oc1ccccc1SCCCCCC(=O)O,=,50000.0,nM,50000.0
144,CHEMBL145358,CC(=O)Oc1ccccc1SCCCCCO,>,50000.0,nM,50000.0
6492,CHEMBL4173747,COc1ccc(-c2noc(CC(=O)NCCCCC(=O)OC[C@H]3OC(O)[C@H](O)[C@@H](O)[C@H]3O)c2-c2ccc(OC)cc2)cc1,>,50000.0,nM,50000.0
7612,CHEMBL5284073,O=c1/c(=C/c2cccc(O)c2)sc2nc(C34CC5CC(CC(C5)C3)C4)nn12,=,50000.0,nM,50000.0
7613,CHEMBL5269829,COc1cc(/C=c2\sc3nc(C45CC6CC(CC(C6)C4)C5)nn3c2=O)ccc1O,=,50000.0,nM,50000.0
63,CHEMBL144414,CC(=O)Oc1ccccc1SCCCCC#N,>,50000.0,nM,50000.0
3609,CHEMBL1171455,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O[C@@H]9OC[C@@H](O[C@@H]%10O[C@H](CO)[C@@H](O[C@@H]%11O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%11O)[C@H](O)[C@H]%10O)[C@@H](O)[C@H]9O)[C@H]8O)[C@@](C)(CO)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,>,50000.0,nM,50000.0
3910,CHEMBL1814709,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1[N+](=O)[O-].[Na+],=,49000.0,nM,49000.0
882,CHEMBL101459,CS(=O)(=O)c1ccc(-c2cc(CC#N)sc2-c2ccc(F)cc2)cc1,=,49000.0,nM,49000.0
7418,CHEMBL5094564,COc1ccc(NC(=O)c2ccccc2Nc2cccc(C)c2C)cc1OC,=,48130.0,nM,48130.0
1724,CHEMBL173186,COC(=O)c1ccc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)c1,=,48000.0,nM,48000.0
3652,CHEMBL1275970,CC(C(=O)O)c1ccc(C[C@@H]2CCC[C@@H]2O)cc1F,=,48000.0,nM,48000.0
2705,CHEMBL224401,CN(c1ccccc1)c1cnccc1NS(=O)(=O)C(F)(F)F,=,47620.0,nM,47620.0
2251,CHEMBL280573,Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccccc1,=,47100.0,nM,47100.0
1596,CHEMBL276916,CC(C)(C)c1cc(-c2nnc(S)o2)cc(C(C)(C)C)c1O,=,47000.0,nM,47000.0
2290,CHEMBL440798,NS(=O)(=O)c1ccc(-n2nc(C(F)F)cc2-c2ccc(C(=O)O)cc2)cc1,=,46800.0,nM,46800.0
2734,CHEMBL228120,Oc1cc(O)cc(CCc2ccccc2)c1,>,46700.0,nM,46700.0
5114,CHEMBL2171251,C[C@H](C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(Cl)cc3)c2c1,=,46500.0,nM,46500.0
6878,CHEMBL4556356,COc1ccccc1N1CCN(CN2C(=O)c3c(c(C)n(-c4ccccc4)c3C)C2=O)CC1,=,46400.0,nM,46400.0
3218,CHEMBL465194,O=C1CC(c2ccc(O)cc2O)Oc2cc(O)cc(O)c21,=,46400.0,nM,46400.0
7909,CHEMBL5440465,Cc1cc(C)n2nc(N)c(/N=N/c3ccc(O)cc3)c2n1,=,46330.0,nM,46330.0
5590,CHEMBL3237075,COc1ccc(-n2nc(C(=O)NN)nc2-c2cc(OC)c(OC)c(OC)c2)cc1,=,46300.0,nM,46300.0
5800,CHEMBL3290193,O=C1/C(=C/c2ccc(N3CCCC3)cc2)CC/C1=C\c1ccc(N2CCCC2)cc1,=,46220.0,nM,46220.0
3170,CHEMBL16171,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,=,46000.0,nM,46000.0
2151,CHEMBL29075,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccn2)cc1,=,45600.0,nM,45600.0
6554,CHEMBL4209915,COc1ccc(-c2nc3cc(NC(=O)c4ccc(O)cc4)ccc3o2)cc1OC,=,45540.0,nM,45540.0
5063,CHEMBL2087936,NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(Cl)cc2)cc1,=,45500.0,nM,45500.0
6875,CHEMBL4471677,CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccc(F)cc3F)CC1)C2=O,=,45400.0,nM,45400.0
5069,CHEMBL2087942,CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(F)cc2)cc1,=,45400.0,nM,45400.0
6460,CHEMBL4173681,COc1ccc2ccc(=O)oc2c1C/C=C(\C)COC(=O)C=C(C)C,=,45300.0,nM,45300.0
7421,CHEMBL5092199,Cc1c(Cl)cccc1Nc1ccccc1C(=O)Nc1ccc2c(c1)OCO2,=,45010.0,nM,45010.0
5968,CHEMBL3601280,CC(=O)Oc1ccccc1C(=O)OCCCCO[N+](=O)[O-],=,45000.0,nM,45000.0
3802,CHEMBL1682230,Cc1ccc(-n2nnnc2-c2ccc(S(C)(=O)=O)cc2)cc1,=,45000.0,nM,45000.0
3101,CHEMBL498529,CC(COC(=O)C(C)c1ccc2c(c1)[nH]c1ccc(Cl)cc12)O[N+](=O)[O-],=,45000.0,nM,45000.0
2292,CHEMBL406140,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2cccnc2)cc1,=,45000.0,nM,45000.0
6874,CHEMBL4559732,Cc1c2c(c(C)n1-c1cccc(Cl)c1)C(=O)N(CN1CCN(c3ccccc3F)CC1)C2=O,=,44900.0,nM,44900.0
6876,CHEMBL4576297,CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccccc3Cl)CC1)C2=O,=,44900.0,nM,44900.0
6869,CHEMBL4449466,CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccccc3)CC1)C2=O,=,44500.0,nM,44500.0
6877,CHEMBL4528653,CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccccc3OC)CC1)C2=O,=,44500.0,nM,44500.0
3491,CHEMBL1086757,O=C(Nc1ccc(-c2cccc(Cl)c2Cl)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,=,44400.0,nM,44400.0
6881,CHEMBL4456451,Cc1c2c(c(C)n1-c1cccc(Cl)c1)C(=O)N(CN1CCN(S(C)(=O)=O)CC1)C2=O,=,44100.0,nM,44100.0
6873,CHEMBL4473089,CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccccc3F)CC1)C2=O,=,44000.0,nM,44000.0
1740,CHEMBL170180,CS(=O)(=O)c1ccc(-c2ccc([N+](=O)[O-])cc2-c2ccccc2)cc1,=,44000.0,nM,44000.0
6870,CHEMBL4537499,Cc1c2c(c(C)n1-c1cccc(Cl)c1)C(=O)N(CN1CCN(c3ccccc3)CC1)C2=O,=,43900.0,nM,43900.0
6879,CHEMBL4475138,Cc1c2c(c(C)n1-c1ccccc1)C(=O)N(CN1CCN(S(C)(=O)=O)CC1)C2=O,=,43800.0,nM,43800.0
3797,CHEMBL1684152,COc1c(OC)c(O)c2c(=O)cc(C)oc2c1Cl,=,43410.0,nM,43410.0
3935,CHEMBL1813328,C[C@]1(O)C[C@@H](O)[C@](O)(CC=O)[C@@H]1C=O,=,43300.0,nM,43300.0
6880,CHEMBL4460882,CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(S(C)(=O)=O)CC1)C2=O,=,43000.0,nM,43000.0
7136,CHEMBL4789884,Cc1ccc(Nc2nc(/C=C/c3ccccc3)nc3ccccc23)cc1,=,43000.0,nM,43000.0
6871,CHEMBL4537150,CCOc1ccccc1N1CCN(CN2C(=O)c3c(c(C)n(-c4ccccc4)c3C)C2=O)CC1,=,42700.0,nM,42700.0
4866,CHEMBL1939438,O=C1O[C@@H](c2ccc(O)c(O)c2)[C@H](C(=O)O)/C1=C\c1ccc(O)c(O)c1,=,42600.0,nM,42600.0
6868,CHEMBL4528376,Cc1c2c(c(C)n1-c1ccccc1)C(=O)N(CN1CCN(c3ccccc3)CC1)C2=O,=,42500.0,nM,42500.0
4956,CHEMBL559089,O=C(/C=C/c1ccc(O)c(O)c1)NCCc1c[nH]c2ccc(O)cc12,=,42500.0,nM,42500.0
1369,CHEMBL340717,CS(=O)(=O)c1ccc(-c2[nH]c(Cl)cc2-c2ccc(F)cc2)cc1,=,42000.0,nM,42000.0
5665,CHEMBL3265357,COc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccncc3)o2)cc1,=,42000.0,nM,42000.0
5818,CHEMBL1165011,Cc1c(N)c(=O)n(-c2ccccc2)n1C,=,42000.0,nM,42000.0
4324,CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,=,41796.0,nM,41796.0
3857,CHEMBL1775099,FC(F)(F)c1ccccc1Oc1ccc(OCCN2CCCC2)cc1,=,41400.0,nM,41400.0
1602,CHEMBL274271,CC(C)(C)c1cc(-c2nnc(SCCN)s2)cc(C(C)(C)C)c1O,=,41000.0,nM,41000.0
1741,CHEMBL171417,CS(=O)(=O)c1ccc(-c2cc3ccccc3cc2-c2ccccc2)cc1,=,41000.0,nM,41000.0
2737,CHEMBL228126,COc1cc(O)cc(CCc2ccccc2O)c1,>,40900.0,nM,40900.0
3772,CHEMBL1669028,CS(=O)(=O)Nc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,=,40100.0,nM,40100.0
7094,CHEMBL4785042,CNc1ccccc1C(=O)NCCc1c[nH]c2ccccc12,>,40000.0,nM,40000.0
7362,CHEMBL4868926,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1ccccc1Br,>,40000.0,nM,40000.0
7369,CHEMBL4876947,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1cncc(Br)c1,>,40000.0,nM,40000.0
7371,CHEMBL4870953,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1cccc2cccnc12,>,40000.0,nM,40000.0
7361,CHEMBL4878265,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1ccccc1Cl,>,40000.0,nM,40000.0
7389,CHEMBL5094855,CCOC(=O)[C@H](O)[C@@H](OCc1cnnn1[C@@H](CO)C(=O)OC)C(=O)OCC,=,40000.0,nM,40000.0
2444,CHEMBL366306,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1S(=O)(=O)c1ccc(F)cc1,>,40000.0,nM,40000.0
6989,CHEMBL437964,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@H]12,>,40000.0,nM,40000.0
7363,CHEMBL4869963,CCCCc1ccc(Nc2ccccc2C(=O)NCCc2c[nH]c3ccccc23)cc1,>,40000.0,nM,40000.0
2442,CHEMBL183930,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1[S+]([O-])c1ccc(F)cc1,>,40000.0,nM,40000.0
7099,CHEMBL4794283,O=C(NCCc1c[nH]c2ccccc12)c1ccc(F)cc1O,>,40000.0,nM,40000.0
7095,CHEMBL4743827,O=C(NCCc1c[nH]c2ccccc12)c1ccc(O)cc1O,>,40000.0,nM,40000.0
7098,CHEMBL4762525,Cc1ccc(O)c(C(=O)NCCc2c[nH]c3ccccc23)c1,>,40000.0,nM,40000.0
7104,CHEMBL424,O=C(O)c1ccccc1O,>,40000.0,nM,40000.0
6979,CHEMBL520726,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@@H]2C1,>,40000.0,nM,40000.0
6980,CHEMBL395428,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@@H]2C1,>,40000.0,nM,40000.0
6966,CHEMBL4462866,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,>,40000.0,nM,40000.0
1361,CHEMBL126418,CS(=O)(=O)c1ccc(-c2[nH]c(Br)cc2-c2ccc(F)cc2)cc1,=,40000.0,nM,40000.0
123,CHEMBL145646,CCCCCCCOc1ccccc1OC(C)=O,>,40000.0,nM,40000.0
99,CHEMBL145138,CCCCCCCN(C)c1ccccc1OC(C)=O,>,40000.0,nM,40000.0
108,CHEMBL358783,CCCCCCCS(=O)(=O)c1ccccc1OC(C)=O,>,40000.0,nM,40000.0
112,CHEMBL344089,CCCCC#CCSc1ccccc1OC(=O)CN,>,40000.0,nM,40000.0
3616,CHEMBL1170264,CCCCC(Sc1nc(OCCc2ccc(C(F)(F)F)cc2)cc(OCCc2ccc(C(F)(F)F)cc2)n1)C(=O)O,>,40000.0,nM,40000.0
2483,CHEMBL264503,CS(=O)(=O)Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccccc1Cl,>,40000.0,nM,40000.0
3615,CHEMBL461883,CCCCC(Sc1nc(OCCc2ccccc2)cc(OCCc2ccccc2)n1)C(=O)O,>,40000.0,nM,40000.0
7093,CHEMBL4470526,O=C(NCCc1c[nH]c2ccccc12)c1cc(Cl)ccc1O,>,40000.0,nM,40000.0
7092,CHEMBL4532831,Cc1ccc2[nH]cc(CCNC(=O)c3ccccc3O)c2c1,>,40000.0,nM,40000.0
7346,CHEMBL4845806,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1ccccc1I,>,40000.0,nM,40000.0
7370,CHEMBL4849413,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1ccc2nccnc2c1,>,40000.0,nM,40000.0
7347,CHEMBL4863487,Cc1ccccc1Nc1ccccc1C(=O)NCCc1c[nH]c2ccccc12,>,40000.0,nM,40000.0
6990,CHEMBL236906,CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@]23C)[C@@]1(C)C(=O)O,>,40000.0,nM,40000.0
7349,CHEMBL4872034,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1cccc(F)c1,>,40000.0,nM,40000.0
6974,CHEMBL464466,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,>,40000.0,nM,40000.0
6969,CHEMBL230006,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,>,40000.0,nM,40000.0
6967,CHEMBL4566953,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(CO)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,>,40000.0,nM,40000.0
6968,CHEMBL4561483,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(CO)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,>,40000.0,nM,40000.0
6970,CHEMBL487933,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,>,40000.0,nM,40000.0
6973,CHEMBL201515,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,>,40000.0,nM,40000.0
2469,CHEMBL365436,CC(=O)OCc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccccc1Cl,>,40000.0,nM,40000.0
